,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
3551,2,17000,1000,1,Super Area,Chennai,Semi-Furnished,2
3552,2,12000,550,0,Super Area,Chennai,Unfurnished,2
3553,3,72000,2900,8,Carpet Area,Chennai,Semi-Furnished,3
3554,3,26000,2100,1,Super Area,Chennai,Semi-Furnished,2
3555,2,10500,1000,0,Super Area,Chennai,Unfurnished,2
3556,2,15000,800,0,Super Area,Chennai,Unfurnished,1
3557,2,8500,900,1,Carpet Area,Chennai,Unfurnished,1
3558,2,10000,800,2,Carpet Area,Chennai,Semi-Furnished,2
3559,2,10000,1015,0,Super Area,Chennai,Semi-Furnished,3
3560,3,25000,1700,7,Super Area,Chennai,Semi-Furnished,3
3561,1,10000,850,0,Super Area,Chennai,Unfurnished,1
3562,2,13000,1260,0,Super Area,Chennai,Semi-Furnished,3
3563,2,16000,800,1,Super Area,Chennai,Semi-Furnished,2
3564,1,5000,550,1,Carpet Area,Chennai,Unfurnished,1
3565,2,9500,800,1,Carpet Area,Chennai,Semi-Furnished,2
3566,3,18000,1200,1,Carpet Area,Chennai,Semi-Furnished,2
3567,3,24000,1570,0,Super Area,Chennai,Semi-Furnished,3
3568,1,6166,570,0,Super Area,Chennai,Semi-Furnished,1
3569,2,20000,900,3,Super Area,Chennai,Semi-Furnished,2
3570,2,13000,700,0,Super Area,Chennai,Unfurnished,2
3571,1,8000,500,0,Super Area,Chennai,Unfurnished,1
3572,2,18000,1000,1,Super Area,Chennai,Unfurnished,2
3573,2,20000,700,0,Carpet Area,Chennai,Unfurnished,2
3574,2,14000,690,0,Super Area,Chennai,Unfurnished,1
3575,2,15000,100,2,Carpet Area,Chennai,Semi-Furnished,2
3576,3,25000,1200,9,Carpet Area,Chennai,Semi-Furnished,3
3577,2,26000,1200,1,Carpet Area,Chennai,Semi-Furnished,2
3578,2,9000,800,0,Super Area,Chennai,Unfurnished,2
3579,3,15000,1157,4,Super Area,Chennai,Unfurnished,3
3580,2,15000,780,1,Super Area,Chennai,Semi-Furnished,2
3581,3,130000,2792,5,Super Area,Chennai,Furnished,5
3582,1,7500,500,0,Super Area,Chennai,Unfurnished,1
3583,2,9500,750,1,Super Area,Chennai,Unfurnished,2
3584,6,60000,1800,1,Super Area,Chennai,Furnished,6
3585,1,7000,500,0,Super Area,Chennai,Semi-Furnished,1
3586,2,23000,1153,15,Super Area,Chennai,Semi-Furnished,2
3587,1,18000,500,1,Super Area,Chennai,Furnished,1
3588,3,18000,1000,7,Carpet Area,Chennai,Unfurnished,2
3589,1,6000,510,1,Super Area,Chennai,Unfurnished,1
3590,2,13000,730,2,Carpet Area,Chennai,Semi-Furnished,2
3591,2,15000,950,0,Super Area,Chennai,Unfurnished,2
3592,2,10000,730,2,Super Area,Chennai,Semi-Furnished,2
3593,3,22000,1400,1,Super Area,Chennai,Semi-Furnished,2
3594,2,10000,900,1,Super Area,Chennai,Semi-Furnished,2
3595,1,6500,506,1,Super Area,Chennai,Unfurnished,1
3596,2,7000,749,2,Super Area,Chennai,Unfurnished,2
3597,1,18000,520,2,Super Area,Chennai,Semi-Furnished,1
3598,2,7000,850,1,Super Area,Chennai,Unfurnished,2
3599,2,22000,1000,2,Super Area,Chennai,Semi-Furnished,2
3600,1,7000,600,1,Super Area,Chennai,Unfurnished,1
3601,1,15000,1900,3,Carpet Area,Chennai,Semi-Furnished,1
3602,2,8000,600,1,Carpet Area,Chennai,Semi-Furnished,1
3603,1,7000,500,0,Super Area,Chennai,Unfurnished,1
3604,1,9000,550,1,Super Area,Chennai,Unfurnished,1
3605,2,9800,1200,0,Super Area,Chennai,Unfurnished,2
3606,3,14500,1107,4,Carpet Area,Chennai,Semi-Furnished,2
3607,1,15000,550,9,Carpet Area,Chennai,Semi-Furnished,1
3608,2,22000,1150,4,Carpet Area,Chennai,Semi-Furnished,2
3609,2,9000,600,0,Super Area,Chennai,Unfurnished,2
3610,3,18000,1235,1,Super Area,Chennai,Semi-Furnished,2
3611,1,8500,600,0,Super Area,Chennai,Unfurnished,2
3612,1,6500,400,0,Super Area,Chennai,Semi-Furnished,2
3613,3,40000,1400,3,Carpet Area,Chennai,Semi-Furnished,3
3614,3,17000,800,2,Carpet Area,Chennai,Unfurnished,2
3615,2,12000,700,1,Super Area,Chennai,Unfurnished,2
3616,2,30000,900,2,Carpet Area,Chennai,Semi-Furnished,2
3617,1,4000,400,2,Super Area,Chennai,Unfurnished,1
3618,2,14000,850,2,Super Area,Chennai,Furnished,2
3619,3,25000,1415,4,Super Area,Chennai,Furnished,2
3620,1,8000,281,0,Carpet Area,Chennai,Unfurnished,1
3621,1,12500,600,2,Super Area,Chennai,Furnished,1
3622,5,100000,6000,9,Super Area,Chennai,Semi-Furnished,4
3623,2,14000,1050,1,Carpet Area,Chennai,Unfurnished,2
3624,1,7500,390,0,Carpet Area,Chennai,Unfurnished,1
3625,3,17500,950,4,Carpet Area,Chennai,Semi-Furnished,2
3626,3,27000,1500,3,Carpet Area,Chennai,Semi-Furnished,3
3627,2,16500,200,2,Carpet Area,Chennai,Unfurnished,2
3628,2,12000,926,2,Super Area,Chennai,Semi-Furnished,2
3629,3,45000,1700,3,Carpet Area,Chennai,Semi-Furnished,3
3630,2,15000,1068,1,Carpet Area,Chennai,Semi-Furnished,2
3631,3,14000,1800,0,Carpet Area,Chennai,Semi-Furnished,3
3632,2,17000,590,0,Carpet Area,Chennai,Semi-Furnished,2
3633,3,34999,1400,2,Carpet Area,Chennai,Semi-Furnished,3
3634,1,7000,550,0,Carpet Area,Chennai,Semi-Furnished,1
3635,1,10500,520,3,Super Area,Chennai,Semi-Furnished,1
3636,2,15000,900,3,Super Area,Chennai,Semi-Furnished,2
3637,2,10000,700,0,Super Area,Chennai,Semi-Furnished,2
3638,1,7000,400,1,Super Area,Chennai,Semi-Furnished,1
3639,4,200000,2280,2,Carpet Area,Chennai,Semi-Furnished,4
3640,2,12000,826,1,Super Area,Chennai,Semi-Furnished,2
3641,2,10000,1050,1,Super Area,Chennai,Semi-Furnished,2
3642,2,15000,700,0,Super Area,Chennai,Semi-Furnished,2
3643,2,19000,800,1,Carpet Area,Chennai,Semi-Furnished,2
3644,2,25000,850,1,Super Area,Chennai,Furnished,2
3645,1,10000,502,1,Super Area,Chennai,Unfurnished,1
3646,2,13000,925,1,Carpet Area,Chennai,Unfurnished,2
3647,2,12500,500,2,Super Area,Chennai,Unfurnished,1
3648,2,10000,950,1,Super Area,Chennai,Unfurnished,2
3649,2,16000,930,1,Super Area,Chennai,Semi-Furnished,2
3650,2,11000,950,1,Carpet Area,Chennai,Semi-Furnished,2
3651,2,13000,800,1,Carpet Area,Chennai,Semi-Furnished,2
3652,2,15000,950,1,Super Area,Chennai,Semi-Furnished,1
3653,3,15000,1100,1,Carpet Area,Chennai,Unfurnished,2
3654,2,20000,750,3,Super Area,Chennai,Unfurnished,3
3655,2,12000,1000,3,Super Area,Chennai,Semi-Furnished,2
3656,2,600000,950,1,Carpet Area,Chennai,Unfurnished,2
3657,2,11000,800,1,Super Area,Chennai,Semi-Furnished,2
3658,1,10000,500,0,Carpet Area,Chennai,Unfurnished,1
3659,3,30000,1500,0,Carpet Area,Chennai,Semi-Furnished,3
3660,1,8000,550,2,Super Area,Chennai,Furnished,1
3661,1,7000,400,0,Super Area,Chennai,Semi-Furnished,1
3662,1,10000,550,2,Carpet Area,Chennai,Unfurnished,1
3663,2,9300,730,1,Super Area,Chennai,Unfurnished,1
3664,2,10500,1000,1,Carpet Area,Chennai,Semi-Furnished,2
3665,2,16000,975,0,Carpet Area,Chennai,Semi-Furnished,2
3666,2,20000,1800,12,Super Area,Chennai,Semi-Furnished,2
3667,2,9000,745,1,Super Area,Chennai,Semi-Furnished,2
3668,2,18000,900,1,Carpet Area,Chennai,Semi-Furnished,2
3669,2,10000,600,0,Super Area,Chennai,Unfurnished,2
3670,2,16000,600,2,Super Area,Chennai,Unfurnished,2
3671,1,13500,450,3,Carpet Area,Chennai,Unfurnished,1
3672,2,16000,1030,2,Super Area,Chennai,Semi-Furnished,2
3673,2,8500,833,1,Super Area,Chennai,Unfurnished,2
3674,2,15000,1000,0,Super Area,Chennai,Semi-Furnished,2
3675,2,8200,840,1,Carpet Area,Chennai,Unfurnished,2
3676,2,20000,750,1,Carpet Area,Chennai,Furnished,2
3677,2,9000,950,2,Super Area,Chennai,Semi-Furnished,2
3678,1,13500,550,0,Super Area,Chennai,Semi-Furnished,1
3679,3,26000,1125,2,Super Area,Chennai,Semi-Furnished,2
3680,2,11000,700,1,Carpet Area,Chennai,Unfurnished,2
3681,2,18000,1100,1,Super Area,Chennai,Semi-Furnished,2
3682,2,10000,700,0,Super Area,Chennai,Unfurnished,2
3683,3,40000,1250,2,Carpet Area,Chennai,Semi-Furnished,3
3684,2,24000,1100,0,Super Area,Chennai,Unfurnished,2
3685,1,18000,475,2,Carpet Area,Chennai,Semi-Furnished,1
3686,2,11000,530,2,Super Area,Chennai,Semi-Furnished,1
3687,2,23000,1050,11,Carpet Area,Chennai,Semi-Furnished,2
3688,2,11000,830,0,Super Area,Chennai,Semi-Furnished,2
3689,2,8000,809,1,Super Area,Chennai,Unfurnished,2
3690,2,15000,900,0,Super Area,Chennai,Semi-Furnished,2
3691,1,9500,700,0,Super Area,Chennai,Semi-Furnished,1
3692,2,13500,1150,1,Super Area,Chennai,Semi-Furnished,2
3693,1,11000,750,0,Super Area,Chennai,Semi-Furnished,1
3694,2,13000,920,0,Super Area,Chennai,Semi-Furnished,2
3695,2,25000,1050,9,Carpet Area,Chennai,Semi-Furnished,2
3696,2,12000,1800,2,Super Area,Chennai,Unfurnished,2
3697,2,25000,1000,1,Carpet Area,Chennai,Semi-Furnished,2
3698,3,8500,1062,1,Carpet Area,Chennai,Semi-Furnished,2
3699,2,8500,800,0,Super Area,Chennai,Unfurnished,2
3700,1,5000,450,0,Super Area,Chennai,Unfurnished,1
3701,2,8500,900,0,Super Area,Chennai,Unfurnished,1
3702,4,100000,2240,0,Carpet Area,Chennai,Furnished,4
3703,1,7500,500,0,Super Area,Chennai,Unfurnished,1
3704,1,7000,750,1,Super Area,Chennai,Unfurnished,1
3705,3,26000,1400,11,Super Area,Chennai,Semi-Furnished,3
3706,2,12000,1200,2,Carpet Area,Chennai,Semi-Furnished,2
3707,2,18000,1424,2,Super Area,Chennai,Semi-Furnished,2
3708,1,13000,450,1,Super Area,Chennai,Unfurnished,1
3709,3,160000,2700,8,Super Area,Chennai,Furnished,2
3710,2,8000,805,1,Super Area,Chennai,Unfurnished,2
3711,1,6000,434,0,Super Area,Chennai,Unfurnished,1
3712,2,12500,1000,1,Super Area,Chennai,Semi-Furnished,2
3713,1,6500,595,1,Super Area,Chennai,Semi-Furnished,1
3714,2,10000,685,0,Super Area,Chennai,Unfurnished,2
3715,2,12500,1075,1,Super Area,Chennai,Semi-Furnished,2
3716,3,22000,1100,4,Carpet Area,Chennai,Semi-Furnished,3
3717,2,17000,950,1,Carpet Area,Chennai,Unfurnished,2
3718,3,20000,1500,19,Super Area,Chennai,Unfurnished,3
3719,3,22000,1100,0,Super Area,Chennai,Semi-Furnished,2
3720,2,11500,1100,2,Carpet Area,Chennai,Semi-Furnished,2
3721,3,23000,1000,1,Carpet Area,Chennai,Unfurnished,3
3722,2,19000,800,2,Super Area,Chennai,Semi-Furnished,2
3723,3,45000,1500,1,Super Area,Chennai,Semi-Furnished,2
3724,3,17000,1250,2,Super Area,Chennai,Semi-Furnished,2
3725,2,9500,650,1,Carpet Area,Chennai,Unfurnished,2
3726,3,45000,1650,1,Super Area,Chennai,Unfurnished,3
3727,4,60000,2317,10,Super Area,Chennai,Unfurnished,4
3728,2,12000,950,1,Super Area,Chennai,Semi-Furnished,2
3729,3,40000,1700,3,Super Area,Chennai,Furnished,3
3730,3,16000,1300,1,Super Area,Chennai,Furnished,2
3731,2,9000,805,1,Super Area,Chennai,Semi-Furnished,2
3732,2,35000,1109,3,Super Area,Chennai,Semi-Furnished,2
3733,1,4000,300,1,Super Area,Chennai,Unfurnished,1
3734,2,11000,700,1,Super Area,Chennai,Unfurnished,1
3735,2,9500,950,0,Super Area,Chennai,Semi-Furnished,2
3736,3,25000,1290,4,Super Area,Chennai,Unfurnished,3
3737,2,10000,950,0,Super Area,Chennai,Unfurnished,2
3738,1,12000,400,1,Super Area,Chennai,Furnished,1
3739,2,19397,2000,7,Super Area,Chennai,Furnished,2
3740,2,12000,939,3,Super Area,Chennai,Semi-Furnished,2
3741,3,10000,1200,1,Carpet Area,Chennai,Unfurnished,3
3742,2,20000,1800,1,Super Area,Chennai,Semi-Furnished,2
3743,3,15000,1200,2,Carpet Area,Chennai,Unfurnished,2
3744,2,28000,1200,1,Super Area,Chennai,Semi-Furnished,2
3745,3,10000,1750,1,Super Area,Chennai,Unfurnished,3
3746,1,3500,300,0,Super Area,Chennai,Unfurnished,1
3747,1,8000,650,1,Carpet Area,Chennai,Unfurnished,1
3748,2,13500,950,0,Super Area,Chennai,Semi-Furnished,2
3749,3,36000,1610,3,Super Area,Chennai,Semi-Furnished,3
3750,2,15000,900,1,Super Area,Chennai,Unfurnished,2
3751,1,5000,550,1,Carpet Area,Chennai,Unfurnished,1
3752,2,10000,700,0,Super Area,Chennai,Unfurnished,2
3753,2,10000,800,2,Super Area,Chennai,Unfurnished,2
3754,2,8500,580,3,Super Area,Chennai,Semi-Furnished,2
3755,2,11000,950,1,Super Area,Chennai,Semi-Furnished,2
3756,1,8000,700,1,Carpet Area,Chennai,Unfurnished,1
3757,2,12000,600,0,Super Area,Chennai,Semi-Furnished,1
3758,1,5000,200,0,Super Area,Chennai,Semi-Furnished,1
3759,1,7000,600,0,Super Area,Chennai,Semi-Furnished,1
3760,2,15000,550,0,Super Area,Chennai,Unfurnished,2
3761,1,10000,600,4,Super Area,Chennai,Unfurnished,1
3762,3,37500,1680,1,Super Area,Chennai,Semi-Furnished,3
3763,2,7000,1100,1,Carpet Area,Chennai,Unfurnished,2
3764,1,6500,600,0,Super Area,Chennai,Unfurnished,1
3765,2,16000,820,0,Carpet Area,Chennai,Semi-Furnished,2
3766,3,34000,1125,8,Carpet Area,Chennai,Semi-Furnished,3
3767,2,11500,973,4,Carpet Area,Chennai,Semi-Furnished,2
3768,2,15000,780,1,Super Area,Chennai,Furnished,1
3769,1,8000,400,0,Super Area,Chennai,Unfurnished,1
3770,4,220000,4000,1,Super Area,Chennai,Semi-Furnished,4
3771,2,22000,1000,2,Carpet Area,Chennai,Semi-Furnished,2
3772,3,85000,3500,0,Carpet Area,Chennai,Semi-Furnished,3
3773,1,6000,350,0,Super Area,Chennai,Semi-Furnished,1
3774,2,14000,800,2,Carpet Area,Chennai,Semi-Furnished,2
3775,2,11500,700,0,Super Area,Chennai,Unfurnished,2
3776,1,6000,550,0,Super Area,Chennai,Unfurnished,1
3777,3,24000,2100,0,Super Area,Chennai,Semi-Furnished,4
3778,3,32000,1700,2,Super Area,Chennai,Semi-Furnished,3
3779,3,16000,1420,0,Carpet Area,Chennai,Semi-Furnished,2
3780,2,13000,950,1,Carpet Area,Chennai,Semi-Furnished,2
3781,2,14000,780,2,Super Area,Chennai,Semi-Furnished,2
3782,1,7500,800,1,Carpet Area,Chennai,Unfurnished,1
3783,2,10000,500,2,Super Area,Chennai,Semi-Furnished,1
3784,2,18500,1000,25,Super Area,Chennai,Semi-Furnished,2
3785,2,12000,750,2,Super Area,Chennai,Unfurnished,2
3786,2,17000,1200,2,Carpet Area,Chennai,Unfurnished,2
3787,3,35000,1152,10,Carpet Area,Chennai,Semi-Furnished,3
3788,2,9000,843,2,Super Area,Chennai,Semi-Furnished,2
3789,2,13000,900,1,Super Area,Chennai,Unfurnished,2
3790,2,27999,1250,2,Carpet Area,Chennai,Semi-Furnished,2
3791,2,11000,650,2,Super Area,Chennai,Unfurnished,2
3792,4,140000,2600,2,Carpet Area,Chennai,Semi-Furnished,4
3793,1,12000,700,0,Super Area,Chennai,Unfurnished,1
3794,2,13000,720,1,Carpet Area,Chennai,Unfurnished,2
3795,4,250000,3500,1,Carpet Area,Chennai,Semi-Furnished,4
3796,4,80000,3000,1,Carpet Area,Chennai,Unfurnished,4
3797,2,22999,1144,1,Carpet Area,Chennai,Semi-Furnished,2
3798,3,36000,1750,1,Carpet Area,Chennai,Unfurnished,3
3799,3,70000,1450,0,Super Area,Chennai,Unfurnished,2
3800,2,12500,590,1,Super Area,Chennai,Unfurnished,1
3801,2,18000,900,2,Super Area,Chennai,Semi-Furnished,2
3802,2,10000,800,1,Super Area,Chennai,Semi-Furnished,1
3803,2,18000,1000,1,Super Area,Chennai,Semi-Furnished,2
3804,3,37000,1650,2,Super Area,Chennai,Semi-Furnished,3
3805,2,18000,700,0,Carpet Area,Chennai,Semi-Furnished,2
3806,3,25000,1280,1,Super Area,Chennai,Semi-Furnished,2
3807,2,10000,700,0,Super Area,Chennai,Unfurnished,2
3808,2,15000,980,1,Super Area,Chennai,Unfurnished,2
3809,2,15000,900,2,Carpet Area,Chennai,Semi-Furnished,2
3810,1,9000,450,1,Super Area,Chennai,Unfurnished,1
3811,2,14000,1200,2,Super Area,Chennai,Unfurnished,2
3812,2,8500,650,1,Super Area,Chennai,Semi-Furnished,2
3813,3,35000,1903,6,Super Area,Chennai,Semi-Furnished,3
3814,2,10000,650,2,Super Area,Chennai,Semi-Furnished,1
3815,1,5000,450,2,Carpet Area,Chennai,Unfurnished,1
3816,2,23000,900,3,Carpet Area,Chennai,Unfurnished,2
3817,2,15000,550,2,Super Area,Chennai,Unfurnished,1
3818,2,18500,750,0,Super Area,Chennai,Semi-Furnished,2
3819,2,28000,1000,2,Super Area,Chennai,Semi-Furnished,2
3820,3,32000,1050,4,Carpet Area,Chennai,Semi-Furnished,3
3821,1,14000,650,1,Carpet Area,Chennai,Furnished,2
3822,1,7000,400,1,Super Area,Chennai,Semi-Furnished,1
3823,3,33000,1075,7,Carpet Area,Chennai,Semi-Furnished,3
3824,3,100000,2000,3,Carpet Area,Chennai,Semi-Furnished,3
3825,2,18000,720,4,Super Area,Chennai,Semi-Furnished,2
3826,3,16000,1000,1,Carpet Area,Chennai,Unfurnished,2
3827,1,8500,500,0,Super Area,Chennai,Unfurnished,1
3828,2,10000,900,0,Super Area,Chennai,Furnished,2
3829,2,13500,900,5,Super Area,Chennai,Semi-Furnished,2
3830,2,19000,900,1,Super Area,Chennai,Semi-Furnished,2
3831,1,11500,1000,1,Super Area,Chennai,Unfurnished,2
3832,3,22000,1300,1,Super Area,Chennai,Semi-Furnished,3
3833,3,12000,1383,2,Super Area,Chennai,Semi-Furnished,3
3834,2,10000,800,0,Carpet Area,Chennai,Semi-Furnished,2
3835,2,15000,1500,1,Carpet Area,Chennai,Unfurnished,2
3836,3,35000,1350,0,Carpet Area,Chennai,Semi-Furnished,2
3837,3,70000,2000,3,Carpet Area,Chennai,Semi-Furnished,3
3838,3,32000,1200,0,Carpet Area,Chennai,Unfurnished,2
3839,3,35000,1912,1,Carpet Area,Chennai,Unfurnished,3
3840,1,10000,500,1,Carpet Area,Chennai,Unfurnished,1
3841,2,11000,950,1,Super Area,Chennai,Unfurnished,2
3842,2,12000,1000,1,Carpet Area,Chennai,Unfurnished,2
3843,3,40000,1600,11,Carpet Area,Chennai,Unfurnished,3
3844,2,8000,900,0,Super Area,Chennai,Unfurnished,2
3845,3,20000,1265,1,Super Area,Chennai,Semi-Furnished,2
3846,3,12000,1060,3,Super Area,Chennai,Semi-Furnished,2
3847,2,15000,1050,1,Super Area,Chennai,Semi-Furnished,2
3848,3,27000,1500,2,Carpet Area,Chennai,Unfurnished,3
3849,2,13000,890,1,Carpet Area,Chennai,Unfurnished,2
3850,2,9000,700,1,Carpet Area,Chennai,Unfurnished,3
3851,3,25000,1146,1,Carpet Area,Chennai,Semi-Furnished,2
3852,1,12000,700,1,Super Area,Chennai,Semi-Furnished,1
3853,2,18000,800,0,Carpet Area,Chennai,Semi-Furnished,2
3854,2,9500,640,0,Carpet Area,Chennai,Unfurnished,2
3855,2,14000,909,5,Super Area,Chennai,Semi-Furnished,2
3856,4,40000,2400,0,Carpet Area,Chennai,Unfurnished,3
3857,4,70000,3800,0,Carpet Area,Chennai,Semi-Furnished,4
3858,2,15000,400,1,Super Area,Chennai,Unfurnished,2
3859,2,8500,886,2,Super Area,Chennai,Unfurnished,2
3860,3,27500,1570,4,Super Area,Chennai,Semi-Furnished,3
3861,2,15000,900,1,Super Area,Chennai,Unfurnished,2
3862,1,5000,400,0,Super Area,Chennai,Unfurnished,1
3863,2,26000,1600,0,Super Area,Chennai,Semi-Furnished,2
3864,2,14000,1000,2,Super Area,Chennai,Unfurnished,2
3865,2,20000,850,0,Super Area,Chennai,Semi-Furnished,2
3866,2,12000,750,0,Super Area,Chennai,Unfurnished,2
3867,2,17000,750,1,Super Area,Chennai,Unfurnished,2
3868,3,75000,2000,3,Carpet Area,Chennai,Semi-Furnished,3
3869,3,19500,1270,1,Super Area,Chennai,Semi-Furnished,2
3870,2,10000,2000,1,Carpet Area,Chennai,Semi-Furnished,2
3871,2,32000,1250,3,Super Area,Chennai,Furnished,2
3872,2,15000,1000,0,Super Area,Chennai,Unfurnished,2
3873,3,28000,1050,5,Carpet Area,Chennai,Semi-Furnished,3
3874,2,10677,800,5,Super Area,Chennai,Semi-Furnished,2
3875,3,50000,1625,8,Super Area,Chennai,Furnished,3
3876,3,32500,1535,1,Super Area,Chennai,Unfurnished,3
3877,2,23000,850,1,Carpet Area,Chennai,Furnished,2
3878,4,75000,3800,3,Carpet Area,Hyderabad,Semi-Furnished,4
3879,4,250000,4500,0,Carpet Area,Hyderabad,Semi-Furnished,4
3880,2,10000,1100,1,Super Area,Hyderabad,Unfurnished,2
3881,3,60000,3200,1,Carpet Area,Hyderabad,Semi-Furnished,3
3882,2,12000,647,2,Super Area,Hyderabad,Unfurnished,1
3883,3,48000,1798,7,Super Area,Hyderabad,Semi-Furnished,3
3884,3,58000,1700,11,Carpet Area,Hyderabad,Furnished,3
3885,2,14000,930,5,Super Area,Hyderabad,Semi-Furnished,2
3886,1,7000,150,0,Super Area,Hyderabad,Unfurnished,1
3887,2,13000,1200,3,Super Area,Hyderabad,Semi-Furnished,2
3888,2,11000,1250,2,Super Area,Hyderabad,Unfurnished,2
3889,2,9500,900,3,Super Area,Hyderabad,Semi-Furnished,2
3890,1,7500,500,2,Super Area,Hyderabad,Semi-Furnished,1
3891,2,14000,900,0,Carpet Area,Hyderabad,Semi-Furnished,2
3892,2,16000,1100,2,Super Area,Hyderabad,Furnished,2
3893,3,18000,1500,4,Super Area,Hyderabad,Semi-Furnished,3
3894,1,8200,500,1,Super Area,Hyderabad,Unfurnished,1
3895,3,12000,1300,1,Carpet Area,Hyderabad,Furnished,3
3896,1,10000,300,10,Super Area,Hyderabad,Furnished,1
3897,2,13000,800,1,Super Area,Hyderabad,Semi-Furnished,2
3898,3,22000,1400,1,Carpet Area,Hyderabad,Semi-Furnished,2
3899,1,10500,500,0,Super Area,Hyderabad,Furnished,1
3900,2,11000,750,3,Super Area,Hyderabad,Unfurnished,2
3901,3,20000,1200,2,Super Area,Hyderabad,Semi-Furnished,3
3902,3,14000,1350,3,Carpet Area,Hyderabad,Semi-Furnished,2
3903,2,12500,1400,0,Super Area,Hyderabad,Unfurnished,2
3904,1,10500,450,3,Super Area,Hyderabad,Unfurnished,1
3905,3,30000,2061,1,Super Area,Hyderabad,Furnished,3
3906,2,11000,100,2,Super Area,Hyderabad,Furnished,2
3907,2,9000,1100,2,Super Area,Hyderabad,Semi-Furnished,2
3908,3,35000,1650,5,Carpet Area,Hyderabad,Semi-Furnished,3
3909,3,23382,1500,1,Super Area,Hyderabad,Semi-Furnished,3
3910,2,9500,1140,3,Super Area,Hyderabad,Semi-Furnished,2
3911,2,9000,990,0,Super Area,Hyderabad,Unfurnished,2
3912,3,60000,1700,7,Super Area,Hyderabad,Semi-Furnished,3
3913,2,11000,1200,2,Super Area,Hyderabad,Unfurnished,2
3914,2,11000,850,1,Super Area,Hyderabad,Unfurnished,2
3915,2,11000,900,2,Super Area,Hyderabad,Unfurnished,2
3916,2,8000,800,0,Super Area,Hyderabad,Semi-Furnished,2
3917,2,9000,1000,1,Super Area,Hyderabad,Unfurnished,2
3918,2,8000,1020,3,Super Area,Hyderabad,Semi-Furnished,2
3919,1,5500,300,0,Super Area,Hyderabad,Unfurnished,1
3920,2,12000,1800,0,Super Area,Hyderabad,Semi-Furnished,2
3921,3,25000,919,8,Carpet Area,Hyderabad,Semi-Furnished,2
3922,3,23000,25,5,Carpet Area,Hyderabad,Semi-Furnished,3
3923,2,12000,1050,1,Super Area,Hyderabad,Semi-Furnished,2
3924,2,6500,200,0,Carpet Area,Hyderabad,Unfurnished,2
3925,1,9000,450,1,Super Area,Hyderabad,Unfurnished,1
3926,4,25000,1000,15,Super Area,Hyderabad,Semi-Furnished,3
3927,3,12500,1250,2,Carpet Area,Hyderabad,Semi-Furnished,2
3928,3,45000,1900,9,Carpet Area,Hyderabad,Unfurnished,3
3929,2,27000,1500,0,Super Area,Hyderabad,Semi-Furnished,2
3930,3,75000,2395,14,Carpet Area,Hyderabad,Semi-Furnished,3
3931,2,9000,1800,1,Super Area,Hyderabad,Furnished,2
3932,2,12000,700,3,Carpet Area,Hyderabad,Unfurnished,2
3933,3,24000,1700,4,Super Area,Hyderabad,Unfurnished,2
3934,2,15000,1200,2,Super Area,Hyderabad,Unfurnished,2
3935,3,24000,1600,3,Carpet Area,Hyderabad,Semi-Furnished,3
3936,2,12000,745,8,Super Area,Hyderabad,Unfurnished,2
3937,3,27000,2210,4,Super Area,Hyderabad,Semi-Furnished,3
3938,3,30000,1450,9,Carpet Area,Hyderabad,Semi-Furnished,3
3939,3,20000,1400,3,Super Area,Hyderabad,Semi-Furnished,3
3941,4,25000,1815,2,Super Area,Hyderabad,Semi-Furnished,3
3943,2,12000,1000,3,Super Area,Hyderabad,Unfurnished,2
3944,2,18000,1200,5,Super Area,Hyderabad,Unfurnished,3
3945,3,55000,2430,7,Super Area,Hyderabad,Semi-Furnished,3
3946,1,5000,140,2,Super Area,Hyderabad,Unfurnished,1
3947,2,13000,1200,2,Super Area,Hyderabad,Semi-Furnished,2
3948,2,9000,1100,2,Super Area,Hyderabad,Unfurnished,3
3949,2,7000,800,1,Carpet Area,Hyderabad,Unfurnished,2
3950,3,28000,1500,3,Super Area,Hyderabad,Semi-Furnished,3
3951,2,15000,1200,2,Super Area,Hyderabad,Semi-Furnished,2
3952,3,14000,1350,2,Super Area,Hyderabad,Semi-Furnished,3
3953,5,45000,2300,3,Carpet Area,Hyderabad,Unfurnished,3
3954,1,12000,1300,2,Super Area,Hyderabad,Furnished,2
3955,2,12500,1000,3,Super Area,Hyderabad,Semi-Furnished,2
3956,2,13000,1210,4,Super Area,Hyderabad,Unfurnished,2
3957,2,9500,1050,2,Super Area,Hyderabad,Unfurnished,2
3958,3,35000,1600,8,Carpet Area,Hyderabad,Semi-Furnished,3
3959,1,4000,300,3,Super Area,Hyderabad,Unfurnished,1
3960,1,8000,300,4,Super Area,Hyderabad,Semi-Furnished,1
3961,2,12500,1010,5,Carpet Area,Hyderabad,Unfurnished,2
3962,3,65000,1850,5,Carpet Area,Hyderabad,Furnished,3
3963,2,13000,1300,0,Carpet Area,Hyderabad,Semi-Furnished,2
3964,2,12500,1100,3,Carpet Area,Hyderabad,Unfurnished,2
3965,3,45000,2200,3,Carpet Area,Hyderabad,Semi-Furnished,3
3966,1,6000,500,5,Built Area,Hyderabad,Unfurnished,1
3967,3,50000,2290,4,Super Area,Hyderabad,Semi-Furnished,3
3968,3,40000,1900,4,Carpet Area,Hyderabad,Semi-Furnished,3
